Name,ID,DaysSurvived,Status,Type,Price,AvgRate,NumRate,Category,Size,NumLang,AgeRate,SysRequirements
Angry Birds Fight! Rovio Entertainment Ltd 933958078,933958078,7,1,free,0,4.5,5064,Games,81.56040668,10,09+,med
"MyRadar Weather Radar _ Forecast, Storms, and Earthquakes Aviation Data Systems, Inc 322439990",322439990,1,1,free,0,4.5,75499,other,81.41909885,1,04+,med
"Geometry Wars 3: Dimensions Evolved Activision Publishing, Inc. 917463360",917463360,279,1,paid,4.99,4.5,736,Games,81.41264915,5,04+,med
The Price is Right_ Bingo Ludia 660333908,660333908,4,1,free,0,4,3583,Games,81.36092472,1,12+,med
Brickies Noodlecake Studios Inc 969122371,969122371,6,1,free,0,4,835,Games,81.31998158,1,04+,med
InstaCollage Pro - Collage Maker & FX Editor & Photo Editor click2mobile 530957470,530957470,12,1,paid,0.99,4.5,11367,Photo & Video,81.23269463,2,04+,med
Words With Friends Zynga Inc. 804379658,804379658,191,1,free,0,4.5,108402,Games,81.05213928,6,04+,med
Spotify Music Spotify Ltd. 324684580,324684580,373,0,free,0,4.5,599556,other,81.05183697,16,12+,med
Viber Viber Media SARL. 382617920,382617920,317,1,free,0,4.5,141879,other,81.01228428,35,04+,med
Rival Kingdoms: Age of Ruin Space Ape Games 910492448,910492448,5,1,free,0,4.5,10661,Games,80.83427334,9,12+,high
Bloons Monkey City Ninja Kiwi 918037679,918037679,7,1,free,0,4,5006,Games,80.81208801,1,09+,med
Santa Tracker Lite - North Pole Command Center North Pole Command Centre Limited 660842333,660842333,1,1,free,0,4,176,other,80.76007175,1,04+,med
Sugar Smash: Book of Life - Sweetest Free Match 3 SGN 916281743,916281743,1,1,free,0,5,13587,Games,80.6919899,16,04+,med
"UP by Jawbone - Track with UP Move_, UP24_ Jawbone 461125277",461125277,1,1,free,0,3.5,12197,other,80.59883308,12,04+,med
PAC-MAN 256 - Endless Arcade Maze BANDAI NAMCO Entertainment Europe 1002340615,1002340615,22,1,free,0,4.5,8561,Games,80.53714085,1,04+,med
Sworkit Lite - Personal Workout Trainer App for Daily Circuit Training Workouts and Exercise Routines Nexercise 527219710,527219710,292,1,free,0,5,8227,other,80.53628063,12,04+,med
Shooting Showdown 2 Pro Naquatic LLC 914364783,914364783,7,1,free,0,4.5,1342,Games,80.44119167,1,17+,low
Deer Hunter 2014 Glu Games Inc 583222866,583222866,23,1,free,0,4.5,171222,Games,80.43454361,12,17+,low
Action Runner Tim Bennett 1019088447,1019088447,1,1,free,0,3,8,Games,80.3681469,1,04+,low
Treasure Fetch - Adventure Time Cartoon Network 818746835,818746835,4,1,paid,2.99,3.5,58,Games,80.36354351,11,09+,med
"Typic - Typography, Creative Quotes, Photo Editor Hi Mom S.A.S 601467470",601467470,2,1,paid,2.99,4,649,Photo & Video,80.26315117,1,04+,high
"Call of Duty•: Heroes Activision Publishing, Inc. 898968647",898968647,16,1,free,0,4.5,138438,Games,80.17655563,1,12+,med
DEAD EYES LoadComplete 973810419,973810419,2,1,paid,2.99,4,81,Games,80.09217834,5,12+,med
Farming Simulator 16 GIANTS Software GmbH 992051355,992051355,40,1,paid,4.99,4,616,Games,80.05108452,10,04+,high
Akinator the Genie Elokence 484090401,484090401,373,0,paid,1.99,4.5,19616,Entertainment,79.98651123,1,12+,med
"Forks Over Knives - Healthy Recipes & Delicious Meals Made Easy Forks Over Knives, LLC 903911740",903911740,77,1,paid,4.99,4.5,377,other,79.78884888,1,04+,med
Julius Jr.'s Playhouse StoryToys Entertainment Limited 894995802,894995802,1,1,paid,2.99,NA,NA,Entertainment,79.66344547,1,04+,med
"Star Wars_: Card Trader The Topps Company, Inc. 946777364",946777364,1,1,free,0,4.5,5762,Entertainment,79.62393379,3,12+,med
Diner Dash Glu Games Inc 694249237,694249237,13,1,free,0,4,14820,Games,79.62021065,10,04+,med
Ultimate Wolf Simulator Gluten Free Games 1003822659,1003822659,374,1,paid,0.99,4.5,1056,Games,79.61436176,1,09+,med
Mira Selfie Editor Anthropics 947402385,947402385,1,1,paid,3.99,4,29,Photo & Video,79.60434437,1,04+,med
Shred! Downhill Mountain Biking - HD Alex Johnson 926256202,926256202,4,1,paid,0,3,39,Games,79.33324528,1,09+,med
Escape Ketchapp 972390458,972390458,6,1,free,0,3.5,570,Games,79.3290453,1,04+,low
Santa Tracker - North Pole Command Center North Pole Command Centre Limited 635252156,635252156,4,1,paid,2.99,4,160,other,79.32450485,1,04+,med
"Tango - Free Video Call, Voice and Chat TangoMe, Inc. 372513032",372513032,76,1,free,0,4.5,67351,other,79.241786,24,17+,med
Fruit Land _ juicy match3 adventure Pacific Enterprises (asia) limited 905016429,905016429,4,1,free,0,4.5,7388,Games,79.12465096,16,04+,med
_atch the Mask Tigrido 1007330193,1007330193,3,1,free,0,4,54,Games,79.05691051,1,04+,med
Deadwalk: The Last War Chan Gaming 974915593,974915593,3,1,free,0,4,701,Games,78.89517021,17,12+,low
Skype for iPhone Skype Communications S.a.r.l 304878510,304878510,373,0,free,0,3.5,364339,other,78.85566711,33,04+,med
2015 U.S. Open Golf Championship United States Golf Association 319204550,319204550,3,1,free,0,4,54347,other,78.65447426,1,04+,med
Pacemaker _ Your personal mix. Instantly! Pacemaker Music AB 593873080,593873080,3,1,free,0,4.5,2834,other,78.64937115,9,04+,high
Fun Run 2 - Multiplayer Race dirtyBit 920482331,920482331,53,1,free,0,4,12191,Games,78.63551998,1,12+,med
Slots - Pharaoh's Fire - The best free casino slots and slot tournaments! CERVO MEDIA GMBH 942443178,942443178,2,1,free,0,4.5,1346,Games,78.13989925,1,12+,low
Fit Men Cook - Healthy Recipes Nibble Apps Ltd 980368562,980368562,257,1,paid,2.99,5,379,other,77.98560619,2,04+,high
Disney Karaoke: Descendants Disney 981198574,981198574,3,1,paid,5.99,4.5,36,Entertainment,77.91660786,1,04+,med
"The Masters Tournament Augusta National, Inc. 309025938",309025938,4,1,free,0,4.5,148509,other,77.77597809,1,04+,high
Offroad Legends 2 Dogbyte Games Kft. 888988372,888988372,87,1,paid,0.99,4.5,648,Games,77.59239578,27,04+,med
Jetpack Joyride Halfbrick Studios 457446957,457446957,121,1,free,0,4.5,383029,Games,77.55611706,10,09+,med
Vector for iPhone Nekki Games 562989701,562989701,1,1,paid,0.99,4,4174,Games,77.52361298,1,09+,low
"Photoblend - Double exposure pic blender used to blend, morph, mix, overlap, and alter yr images with this arty cloning picture app for FB. Not affiliated with Photoshop or Illustrator! Derrick Williams 734258668",734258668,1,1,free,0,5,46035,Photo & Video,77.46891212,1,04+,med
Evil Apples: A Filthy Adult Card & Party Game Evil Studios Limited 645705454,645705454,1,1,free,0,4.5,36956,Games,77.27402687,14,17+,med
Gemini Strike: Space Shooter RPG Armor Games Inc 797701494,797701494,6,1,free,0,4,2330,Games,77.27069092,1,12+,low
Backbreaker 2: Vengeance NaturalMotion 397951063,397951063,17,1,paid,0.99,4.5,14350,Games,77.24632931,1,04+,med
Words On Tour Zynga Inc. 883432723,883432723,7,1,free,0,4.5,8319,Games,76.97030163,1,04+,med
Pok_mon Shuffle Mobile The Pokemon Company 1014919815,1014919815,1,1,free,0,3.5,1015,Games,76.96923065,2,04+,med
The Night Sky_ iCandi Apps 475772902,475772902,22,1,paid,0.99,4.5,8413,other,76.83710384,30,04+,med
Bitcoin Billionaire Noodlecake Studios Inc 911117141,911117141,6,1,free,0,5,25731,Games,76.82205963,1,12+,med
Rhapsody- Music & Radio Rhapsody International Inc. 584557117,584557117,3,1,free,0,4,10736,other,76.60588169,11,12+,med
Big Hero 6: Baymax Blast Disney 923143984,923143984,1,1,paid,3.99,3,181,Entertainment,76.46142197,11,04+,med
Cool Fonts Alejandro Portela 601831333,601831333,7,1,free,0,4.5,41956,Utilities,76.44896507,1,04+,med
Piloteer Fixpoint Productions Ltd. 932248553,932248553,8,1,paid,2.99,3.5,137,Games,76.33516693,1,09+,low
Sworkit Pro - Custom Workout \Exercise Playlist\ App for Body Area Workouts from Abs to Legs Nexercise 539623568,539623568,278,1,paid,3.99,5,3003,other,76.32559681,12,04+,med
Recolor - Coloring Book For Adults Sumoing Ltd 1027352017,1027352017,2,1,free,0,4,1220,Entertainment,76.27626419,1,04+,high
My Little Monster - Make it Real Crazy Labs 931946003,931946003,4,1,free,0,4,39,Entertainment,76.2617588,1,04+,med
Videoshop - Video Editor Joseph Riquelme 615563599,615563599,373,0,paid,1.99,4.5,31419,Photo & Video,76.22190857,1,04+,med
OMG Sounds Keahn Amini 921957854,921957854,8,1,paid,0,4.5,2433,Entertainment,76.21016121,1,17+,med
OMG Sounds Keahn Amini 921957854,921957854,3,1,free,0,4.5,2433,Entertainment,76.21016121,1,17+,med
The Sims 3 Electronic Arts 317904170,317904170,23,1,paid,6.99,3.5,53149,Games,76.09980202,8,12+,med
"Back to the Future: Flux Capacitor Pocket Paradox, LLC 391862376",391862376,2,1,paid,0.99,3.5,542,Entertainment,75.94950294,1,04+,med
7 Minute Workout Challenge Fitness Guide Inc 680170305,680170305,76,1,paid,2.99,4.5,2504,other,75.73680592,17,04+,med
KeyThemes - Themed Keyboards Apps4Life 914352229,914352229,46,1,paid,2.99,2.5,117,Utilities,75.72228527,1,04+,med
"Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels Cartoon Network 919132359",919132359,3,1,paid,2.99,4.5,115,Games,75.68024445,12,09+,med
"StubHub - Sports, Concert, Theatre, Festival & Show Tickets for Upcoming Local Events & Games StubHub Inc. 366562751",366562751,1,1,free,0,3.5,6791,Entertainment,75.64482403,32,04+,med
LINE LINE Corporation 443904275,443904275,1,1,free,0,3.5,9152,other,75.53413486,17,04+,med
"Game of War - Fire Age Machine Zone, Inc 667728512",667728512,9,1,free,0,4.5,86192,Games,75.52477551,30,09+,med
Filters for iPhone tap tap tap 972426013,972426013,9,1,paid,1.99,4.5,75,Photo & Video,75.48439026,1,04+,high
Farming PRO 2015 Mageeks Apps & Games 965114347,965114347,339,1,paid,1.99,4,376,Games,75.46788502,17,04+,med
MADDEN NFL Mobile Electronic Arts 855627886,855627886,157,1,free,0,4,87563,Games,75.41849136,1,04+,med
"MyRadar Pro Weather Radar _ Forecast, Storms, and Earthquakes Aviation Data Systems, Inc 325683306",325683306,215,1,paid,1.99,4.5,6483,other,75.38978863,1,04+,med
Breath of Light : Relaxing Puzzler Many Monkeys 959800639,959800639,4,1,paid,2.99,4.5,67,Games,75.38273048,1,04+,med
Weather Live Apalon Apps 749078962,749078962,97,1,paid,2.99,4.5,11370,other,75.32061768,13,04+,med
Toca Hair Salon Me Toca Boca AB 730873197,730873197,5,1,paid,2.99,4,755,Entertainment,75.06892109,30,04+,low
Sago Mini Fairy Tales Sago Sago 920007273,920007273,5,1,paid,2.99,4.5,55,other,74.96188354,1,04+,low
Stupid Zombies 3 GameResort LLC 979967712,979967712,7,1,free,0,5,4635,Games,74.9132843,1,12+,med
Extreme Car Driving Simulator Free AxesInMotion S.L. 959498315,959498315,254,1,free,0,4.5,13661,Games,74.83842659,1,04+,med
"The Weather Channel and weather.com - local forecasts, radar maps, and storm tracking The Weather Channel Interactive 295646461",295646461,374,1,free,0,3.5,428429,other,74.8178606,33,04+,high
Dr. Panda's Bus Driver Dr. Panda Ltd 741224931,741224931,5,1,paid,2.99,4.5,495,other,74.75197315,1,04+,med
Nono Islands Illusion Labs 988752315,988752315,9,1,free,0,4.5,2294,Games,74.72551155,14,09+,med
Buddyman: Independence Kick Crazylion Studios Limited 531319314,531319314,3,1,free,0,4.5,7970,Games,74.66555119,1,12+,low
Toca Birthday Party Toca Boca AB 469933147,469933147,4,1,paid,2.99,4,908,other,74.63227558,21,04+,low
Elmo Calls Sesame Street 467703220,467703220,17,1,paid,1.99,4,1750,Games,74.49735928,1,04+,med
Simply Being - Guided Meditation for Relaxation and Presence Meditation Oasis 347418999,347418999,4,1,paid,1.99,4.5,1847,other,74.48002052,1,04+,med
Hungry Babies Mania Storm8 Studios 1008519817,1008519817,4,1,free,0,4.5,2052,Games,74.43324947,11,04+,med
The Voice: On Stage by StarMaker Starmaker Interactive Inc. 545861112,545861112,2,1,free,0,4.5,8439,other,74.37303734,3,09+,med
Adventure Time Puzzle Quest - Match 3 RPG Game D3PA 970260717,970260717,2,1,free,0,2,475,Games,74.3600359,6,09+,med
Sweet Shop American Girl 950386914,950386914,7,1,paid,0.99,4,165,Games,74.30244541,16,04+,med
Juice Jam SGN 893393414,893393414,6,1,free,0,5,8602,Games,74.28542709,16,04+,med
Cookery _ Healthy Recipes by Against All Grain Cookery 985894369,985894369,1,1,paid,4.99,4.5,39,other,74.26682186,1,04+,high
NOAA Weather Radar - Live Doppler Radars with National Weather Forecast & Maps Apalon Apps 749133753,749133753,263,1,free,0,4.5,18518,other,74.12156868,12,04+,med
Four Letters Prodigy Design Limited T/A Sidhe Interactive 970892126,970892126,8,1,free,0,4.5,4040,Games,74.11827946,20,04+,med
Hunter Island: Monsters & Dragons NTT Resonant Inc. 665001825,665001825,5,1,paid,0.99,5,4993,Games,74.07092762,6,09+,med
Hovercraft - Build Fly Retry High Score Hero LLC 962144693,962144693,2,1,free,0,4.5,9111,Games,73.93307304,11,04+,med
Leo's Fortune 1337 & Senri LLC 830544402,830544402,125,1,paid,4.99,4.5,4767,Games,73.84366798,11,09+,med
"Google Docs Google, Inc. 842842640",842842640,13,1,free,0,4.5,28686,other,73.74018002,37,04+,med
Dora's Christmas Carol Adventure Nickelodeon 404199434,404199434,3,1,paid,2.99,3.5,278,other,73.72983551,3,04+,low
Blades of Brim SYBO 891278325,891278325,6,1,free,0,4.5,3436,Games,73.72342587,16,09+,med
Ditty by Zya Zya 957529556,957529556,2,1,free,0,3.5,538,other,73.69175816,1,04+,med
Bad Piggies Rovio Entertainment Ltd 533451786,533451786,2,1,paid,0.99,4.5,25026,Games,73.38550377,1,04+,med
Clash of Kings - COK ELEX Wireless 945274928,945274928,11,1,free,0,4.5,10316,Games,73.34845829,19,04+,med
Tower Madness 2: #1 in Great Strategy TD Games Limbic Software 648977182,648977182,6,1,free,0,4.5,5072,Games,73.2798624,4,09+,med
Hollywood U: College Story Pixelberry Studios 918332875,918332875,8,1,free,0,4.5,26720,Games,73.18636799,1,12+,med
Day of the Viking [adult swim] 910212454,910212454,7,1,paid,2.99,4.5,269,Games,73.12042427,7,09+,med
Roof Jumping Stunt Driving Parking Simulator - Real Car Racing Test Sim Run Race Games Play With Games Ltd 926243887,926243887,7,1,free,0,4.5,4566,Games,73.09490013,1,04+,med
Space Age: A Cosmic Adventure Big Bucket Software 922380267,922380267,6,1,paid,0.99,4,354,Games,73.00812721,1,09+,med
SpongeBob Bubble Party Nickelodeon 943594558,943594558,11,1,paid,0.99,4.5,130,Games,72.96265602,1,04+,med
"Yahoo Fantasy Football & more - Daily + Full Season Football, Baseball, Basketball, Hockey Yahoo 328415391",328415391,4,1,free,0,3.5,180472,other,72.92724514,1,17+,med
Bubble Witch 2 Saga King.com Limited 834393815,834393815,6,1,free,0,4.5,55280,Games,72.77080536,15,04+,low
Give It Up! Invictus 932389062,932389062,107,1,paid,0.99,4,2241,Games,72.72279549,1,04+,med
Angry Birds POP! - Bubble Shooter Rovio Entertainment Ltd 937718942,937718942,8,1,free,0,4.5,6958,Games,72.58643627,41,04+,med
"Messenger Facebook, Inc. 454638411",454638411,373,0,free,0,3,296188,other,72.563097,29,04+,low
Plants vs. Zombies PopCap 350642635,350642635,354,1,paid,0.99,5,425256,Games,72.5098381,5,09+,low
Roll the Wall: Engage! Tigrido 980261901,980261901,6,1,free,0,4,47,Games,72.47650337,1,04+,med
"DraftKings - One Day Fantasy Sports Leagues - Fantasy Baseball, Football, Golf, Basketball, Soccer and Hockey DraftKings 710535379",710535379,13,1,free,0,4.5,7785,other,72.46644497,21,17+,med
"PicsArt Photo Studio PicsArt, Inc. 587366035",587366035,195,1,free,0,4.5,18711,Photo & Video,72.22517967,12,12+,med
Ski Safari Defiant Development 503092422,503092422,348,1,paid,0.99,5,44123,Games,72.21567345,1,04+,med
Run TerRio Run ELAHI LLC 973076443,973076443,2,1,free,0,4,477,Games,72.19176102,1,04+,low
"Race The Sun Flippfly, LLC 700227648",700227648,8,1,paid,4.99,4.5,188,Games,72.00104237,1,04+,high
"Wipeout 2 Activision Publishing, Inc. 858023409",858023409,12,1,free,0,3,4792,Games,72.00091171,1,09+,med
MEGA MAN X CAPCOM 469343097,469343097,11,1,paid,4.99,4.5,2733,Games,71.83616257,5,04+,low
Diamond Quest! Storm8 Studios 888104696,888104696,5,1,free,0,4.5,3131,Games,71.67435551,8,04+,low
LinkedIn LinkedIn Corporation 288429040,288429040,13,1,free,0,3.5,60624,other,71.42844868,18,04+,med
"Lumosity Mobile Lumos Labs, Inc. 577232024",577232024,7,1,free,0,5,92787,other,71.28080654,6,04+,med
Crossy Road - Endless Arcade Hopper HIPSTER WHALE 924373886,924373886,317,1,free,0,4.5,541444,Games,71.27643108,1,09+,med
Seashine Pated 897544254,897544254,6,1,free,0,4.5,643,Games,71.20063972,10,04+,low
Cooking Dash 2016 Glu Games Inc 978866413,978866413,8,1,free,0,4,10817,Games,71.18039036,5,04+,med
Keyboard Skins - Color Keyboards Kevin Nolan 690346679,690346679,7,1,paid,2.99,1.5,22,Entertainment,71.17729759,1,04+,med
Sonic Runners SEGA CORPORATION 953019873,953019873,6,1,free,0,4,2021,Games,71.14232254,1,09+,high
KanjiBox Unknown Genius Software 322311303,322311303,1,1,paid,4.99,4.5,574,other,71.11396599,5,09+,med
"Google Google, Inc. 284815942",284815942,373,0,free,0,3.5,470351,Utilities,71.06859875,37,17+,med
8-BIT WATERSLIDE Ancient Games DS 891294826,891294826,4,1,paid,1.99,4.5,82,Games,70.79930687,1,12+,med
Emoji Keyboard 2 - Extra Animated Emojis Icons & New Emoticons Stickers Art App Free Emoji+ 838243644,838243644,2,1,free,0,4.5,3907,other,70.67059231,22,04+,med
"Amazon App: shop, browse, scan, compare, and read reviews AMZN Mobile LLC 297606951",297606951,373,0,free,0,3.5,114697,other,70.62636566,8,04+,med
"NOAA Radar Pro _ Severe Weather Alerts, Forecast & Hurricane Tracker Apalon Apps 749133301",749133301,81,1,paid,1.99,4.5,14944,other,70.61750126,12,04+,med
"Call of Duty•: Advanced Warfare Companion Activision Publishing, Inc. 918325685",918325685,4,1,free,0,3,1652,Games,70.50253487,1,17+,med
AEO | Aerie American Eagle Outfitters 467738064,467738064,2,1,free,0,3,2367,other,70.24026299,9,04+,med
Hide N Seek : Mini Game With Worldwide Multiplayer wang wei 768592901,768592901,220,1,paid,0.99,4,8045,Games,70.16671848,1,12+,low
METAL SLUG X SNK PLAYMORE 602990197,602990197,7,1,paid,2.99,4.5,370,Games,70.00841331,2,09+,low
Alto's Adventure Snowman 950812012,950812012,201,1,paid,1.99,4.5,4429,Games,69.93188953,17,09+,med
Emoji Keypad - New Emojis and Color Keyboard Apalon Apps 749094938,749094938,48,1,paid,0.99,4,1383,Utilities,69.86362171,12,04+,med
1010! World GramGames 953965952,953965952,2,1,free,0,4,369,Games,69.85092163,19,04+,med
Fingers of Fury Dynamighty 969605143,969605143,2,1,free,0,4.5,533,Games,69.76301384,1,09+,high
Star Walk_ - 5 Stars Astronomy Guide to the Night Sky Map & Planets Vito Technology Inc. 295430577,295430577,1,1,paid,2.99,4.5,8623,other,69.44114017,12,04+,med
PJ Party - Crazy Pillow Fight TabTale LTD 959358598,959358598,5,1,free,0,3.5,166,Games,69.36415195,13,04+,med
Angry Birds Seasons Rovio Entertainment Ltd 398157641,398157641,51,1,paid,0.99,4.5,224630,Games,69.28347397,1,04+,med
Angry Birds Seasons Rovio Entertainment Ltd 398157641,398157641,8,1,free,0,4.5,224632,Games,69.28347397,1,04+,med
5K Runner: 0 to 5K Trainer. Run 5K Clear Sky Apps LTD 439852091,439852091,25,1,paid,2.99,5,8910,other,69.2692976,1,04+,high
Kick the Buddy: Second Kick Free Crazylion Studios Limited 522415871,522415871,12,1,free,0,4.5,32542,Games,69.25892639,1,12+,low
Rope'n'Fly 4 Djinnworks GmbH 898761154,898761154,16,1,paid,0,4,1990,Games,69.22832394,1,04+,low
Rope'n'Fly 4 Djinnworks GmbH 898761154,898761154,11,1,free,0,4,1990,Games,69.22832394,1,04+,low
"Inbox by Gmail - a new email app that works for you Google, Inc. 905060486",905060486,53,1,free,0,4.5,11545,other,69.21454811,34,04+,med
Hungry Nerds - Feed the Geek Crazy Labs 871062038,871062038,1,1,free,0,3.5,108,Games,69.13271999,1,09+,med
11 Ball Megatouch LLC. 899712002,899712002,1,1,free,0,3.5,76,Games,68.87752533,1,17+,med
Toca Nature Toca Boca AB 893927401,893927401,11,1,paid,2.99,4,629,other,68.86462593,1,04+,low
Toca Nature Toca Boca AB 893927401,893927401,2,1,free,0,4,628,other,68.86462593,1,04+,low
Threes! Sirvo LLC 779157948,779157948,61,1,paid,2.99,4.5,15950,Games,68.83220291,1,04+,med
Scanner Pro 6 by Readdle Readdle 333710667,333710667,6,1,paid,2.99,4.5,21071,other,68.78014946,9,04+,high
Scanner Pro by Readdle - Scan documents and receipts into PDF and JPEG files Readdle 333710667,333710667,6,1,paid,2.99,4.5,21071,other,68.78014946,9,04+,high
Tayasui Sketches+ Tayasui.com 671867510,671867510,1,1,paid,4.99,4.5,369,other,68.76893616,13,04+,med
Baby Airlines - Airport Adventures Kids Fun Club by TabTale 897154382,897154382,2,1,free,0,3.5,255,Games,68.76781559,13,04+,med
Fairytale Birthday Fiasco - Clumsy Princess Party TabTale LTD 1001498175,1001498175,5,1,free,0,4.5,258,Games,68.68198872,13,04+,med
My Newborn Sister - Mommy & Baby Care TabTale LTD 965796536,965796536,3,1,free,0,3.5,160,Games,68.67424679,13,04+,med
Pocket God Bolt Creative 301387274,301387274,38,1,paid,0.99,4,187373,Entertainment,68.55827522,1,09+,low
Are You Smarter Than a 5th Grader? Ludia 972819420,972819420,4,1,free,0,4,1396,Games,68.35823059,1,04+,med
Zombify - Turn yourself into a Zombie Apptly LLC 907217406,907217406,2,1,free,0,4.5,1165,Entertainment,68.17704391,9,12+,med
"Chrome - web browser by Google Google, Inc. 535886823",535886823,373,0,free,0,3.5,49216,Utilities,68.16954136,33,17+,med
"Shift - Create Custom Filters with Textures, Gradients, and Blends Pixite LLC 939767518",939767518,1,1,paid,0.99,4.5,100,Photo & Video,68.16305923,1,04+,med
"Lensical - A face editor, photo lab & manual camera to perfect your portraits or grow a hilarious mustache & morph friends into old people Apptly LLC 704712884",704712884,1,1,free,0,4.5,117,Photo & Video,68.03183746,1,04+,med
Bee Brilliant Tactile Entertainment 888251661,888251661,3,1,free,0,5,4885,Games,67.94262218,31,04+,med
Magic River Ketchapp 1003415673,1003415673,3,1,free,0,3.5,284,Games,67.8571806,1,04+,med
"CLIPish Emoji Keyboard - Add Millions of Animations, Emojis, Emoticons, Clip Art, 3D GIFs and Animated GIF Icons to your Keyboards Dating DNA, Inc. 942242950",942242950,137,1,paid,1.99,3,89,Utilities,67.7591095,1,17+,high
"Afterlight Afterlight Collective, Inc 573116090",573116090,373,0,paid,0.99,4.5,12514,Photo & Video,67.72552299,1,04+,med
Angry Birds Rovio Entertainment Ltd 343200656,343200656,373,0,paid,0.99,4.5,822153,Games,67.54624271,10,04+,med
"Perfect365 - One-Tap Makeover ArcSoft, Inc. 475976577",475976577,119,1,free,0,4.5,16730,Photo & Video,67.51935577,11,04+,med
"Yahoo Mail - Free Email, News, Weather and more Yahoo 577586159",577586159,374,1,free,0,4,52494,other,67.30602074,16,04+,med
Warmlight - Manual Camera & Photo Editor Apalon Apps 917229473,917229473,1,1,paid,1.99,4.5,29,Photo & Video,67.26338577,1,04+,med
Where's My Water? Disney 449735650,449735650,10,1,paid,1.99,4.5,130508,Games,67.25160217,11,04+,med
"Tangent - Add Geometric Shape, Pattern, Texture, and Frame Overlays and Effects to Your Photos Pixite LLC 666406520",666406520,2,1,free,0,4.5,590,Photo & Video,67.12417412,1,04+,med
Bike Rivals Miniclip.com 794957821,794957821,12,1,free,0,4,5653,Games,67.02526188,1,04+,med
My Little Fish - Underwater Friend TabTale LTD 967971040,967971040,5,1,free,0,4.5,161,Games,67.0175705,13,04+,med
Show Your Disney Side Disney 945289759,945289759,11,1,free,0,4.5,262,Entertainment,66.94339943,1,04+,med
Princess PJ Party - Royal Pillow Fight TabTale LTD 966564484,966564484,2,1,free,0,3.5,71,Games,66.86825657,13,04+,med
"Living Earth - Clock & Weather Radiantlabs, LLC 379869627",379869627,78,1,paid,2.99,4.5,25366,other,66.81019592,11,04+,med
Sneaky Sneaky Naiad Entertainment LLC 942003779,942003779,7,1,paid,2.99,4.5,261,Games,66.49196243,1,09+,med
"Clicker Heroes R2 GAMES USA CO., LIMITED 911107930",911107930,5,1,free,0,4.5,1787,Games,66.38232231,8,09+,med
Heads Up! Pictures Warner Bros. 937976391,937976391,24,1,paid,0.99,4,64,Games,66.22484875,1,04+,med
Does not Commute Mediocre AB 971756507,971756507,9,1,free,0,4,3639,Games,66.15726566,5,04+,med
Fairy Tale Wonderland TeamLava 931678638,931678638,2,1,free,0,4,1010,Games,66.07212448,1,09+,low
Rawvana's 30 Day Smoothie Challenge TouchZen Media LLC 1007851297,1007851297,1,1,paid,2.99,5,25,other,66.05873013,2,04+,high
JELLIES! Aleksei Kalinin 853087982,853087982,9,1,free,0,4.5,7777,Games,66.04242134,11,12+,med
"FX Photo Studio _ Pro Picture Editor with Color Filters and Beauty Camera for Perfect Selfie plus Textures, Effects and Camera Frames MacPhun LLC 312506856",312506856,1,1,paid,1.99,4,6108,Photo & Video,65.98439312,1,04+,med
FINAL FANTASY Record Keeper DeNA Corp. 964320334,964320334,4,1,free,0,4.5,11824,Games,65.89289379,3,09+,med
Viber Wonderball Viber Media SARL. 998945975,998945975,1,1,free,0,5,76,Games,65.85862732,1,04+,med
Shazam Shazam Entertainment Ltd. 284993459,284993459,373,0,free,0,3.5,391625,other,65.7573328,14,12+,med
Dothraki Companion Random House LLC 924495848,924495848,2,1,paid,3.99,4.5,11,Entertainment,65.67724991,1,12+,med
1Password - Password Manager and Secure Wallet AgileBits Inc. 568903335,568903335,9,1,free,0,4.5,14476,other,65.58295345,30,17+,high
1Password - Password Manager and Secure Wallet AgileBits Inc. 568903335,568903335,6,1,paid,0,4.5,14484,other,65.58295345,30,17+,high
Farm Story 2: Sweet Retreat TeamLava 1012680828,1012680828,1,1,free,0,4,384,Games,65.54084873,8,04+,low
Eden - World Builder Kingly Software Inc 405743220,405743220,1,1,paid,0.99,4,26073,Games,65.51628208,1,09+,low
"Blamburger _ Fast, Fun Burger Building Arcade Action With Clarence Cartoon Network 965367233",965367233,6,1,free,0,4.5,2323,Games,65.43120766,1,09+,med
YAHTZEE• With Buddies Scopely 967422975,967422975,7,1,free,0,4.5,10973,Games,65.37538624,5,04+,med
Fancy Makeup Shop - Brush & Blush TabTale LTD 1003201868,1003201868,5,1,free,0,4.5,224,Games,65.30114555,13,04+,med
Boating USA Navionics 377908737,377908737,107,1,paid,9.99,3.5,305,other,65.18538666,5,04+,med
LifeLock Wallet - Store your cards in the cloud LifeLock 910217149,910217149,3,1,free,0,3,402,other,65.17667484,19,04+,med
Emoji ;) Emoji+ 506462353,506462353,13,1,paid,0.99,4,3759,Utilities,65.16370964,22,04+,med
Emoji> Emoji+ 506460513,506460513,13,1,free,0,4.5,43272,Entertainment,65.14400482,22,04+,med
Hollywood Game Night Halfbrick Studios 985035649,985035649,1,1,paid,0.99,3,8,Games,65.09672832,1,12+,med
"Lyft - Taxi & Bus App Alternative Lyft, Inc. 529379082",529379082,1,1,free,0,4.5,10346,other,65.03216743,1,04+,high
Stray Dog Simulator Gluten Free Games 944808252,944808252,219,1,paid,0.99,4,1801,Games,64.86997986,1,09+,low
