name,id,survival,type,price,releaseToDate,avgRate_current,rateCount_current,avgRate_all,rateCount_all,category,catPop,size,language,langNum,ageRate,system,systemCat,device,left_trunc,censored
Baby Vacation - Hotel Adventures TabTale LTD 992147084,992147084,6,free,0,53,2,2,4.5,373,Games,Games,60.99713993," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Twitter Twitter, Inc. 333903271",333903271,300,free,0,2165,3,80,3.5,317768,Social Networking,other,60.94015408,"English, Arabic, Bokm«l, Norwegian, Czech, Danish, Dutch, Finnish, French, German, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",30,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Daddy Long Legs Set Snail 905921908,905921908,15,free,0,341,5,2215,4.5,51215,Games,Games,60.84733486, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
eBay eBay Inc. 282614216,282614216,374,free,0,2620,1.5,4137,4,229334,Lifestyle,other,60.71914101," English, French, German, Italian, Portuguese, Russian, Spanish",7,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
NFL Mobile NFL Enterprises LLC 389781154,389781154,11,free,0,1829,2,4,2.5,17641,Sports,other,60.69238758, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Princess Jewelry Shop - Fashion Bling! TabTale LTD 998532599,998532599,4,free,0,4,4.5,84,4.5,85,Games,Games,60.44885159," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
InstaSize - Photo & Video Editor Munkee Apps L.L.C. 576649830,576649830,94,free,0,1026,3.5,32,4,6121,Photo & Video,Photo & Video,60.30107498," Arabic, Danish, Dutch, English, Finnish, French, German, Greek, Hebrew, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",23,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
Toca Pet Doctor Toca Boca AB 808108897,808108897,1,paid,2.99,563,4.5,24,4,295,Education,other,60.15654373," English, Chinese, Danish, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Norwegian, Portuguese, Russian, Spanish, Swedish, Thai, Turkish",17,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"Printer Pro - print documents, photos, web pages and email attachments Readdle 393313223",393313223,8,free,0,1794,5,138,4.5,13492,Productivity,other,60.11170959," English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",9,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Devious Dungeon 2 Ravenous Games Inc. 967082741,967082741,9,paid,1.99,157,4.5,115,4.5,270,Games,Games,60.10214424, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Plague Inc. Ndemic Creations 525818839,525818839,373,paid,0.99,1205,4.5,4367,4.5,133904,Games,Games,60.0691452," English, Bokm«l, Norwegian, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",15,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,0
Candy Blast Mania Storm8 Studios 680022952,680022952,2,free,0,720,4,47,4.5,75859,Games,Games,60.0461216," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish",8,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Nick Jr. Nickelodeon 911115712,911115712,7,free,0,277,3,11,4,644,Education,other,59.98403835, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
lettrs - messages that matter lettrs 633501301,633501301,1,free,0,881,5,7,4,218,Social Networking,other,59.91587448, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"VivaVideo - Free Video Editor, Movie Maker & Video Camera App QuVideo Inc. 738897668",738897668,3,free,0,500,4.5,95,4.5,2379,Photo & Video,Photo & Video,59.90910149," English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish, Vietnamese",17,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
1 Second Everyday Cesar Kuriyama 587823548,587823548,125,paid,2.99,976,4.5,14,3,1801,Photo & Video,Photo & Video,59.86778355, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Curio Quest 5th Planet Games Inc 883370636,883370636,4,free,0,297,4.5,33,4.5,1353,Games,Games,59.71070766, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Fox News FOX News Digital 367623543,367623543,2,free,0,1966,4.5,5743,4,89246,News,other,59.67202854, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Jenga NaturalMotion 392915994,392915994,104,free,0,1739,4,1977,4.5,30265,Games,Games,59.6264143, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"Monster Strike mixi, Inc 906287108",906287108,1,free,0,325,4.5,36,4,700,Games,Games,59.52570343, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Duet Game Kumobius 634235735,634235735,98,paid,2.99,703,4.5,90,5,13367,Games,Games,59.50691128," English, Chinese, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",14,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Duet Game Kumobius 634235735,634235735,8,free,0,703,4.5,92,5,13365,Games,Games,59.50691128," English, Chinese, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",14,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Best Casino Social Slots diwip ltd 789690940,789690940,142,free,0,255,4.5,3,4,102,Games,Games,59.48020172, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"NFL Sunday Ticket DIRECTV, Inc. 327243363",327243363,2,free,0,2201,2,50,3,23790,Entertainment,Entertainment,59.38504314, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Dropbox Dropbox 327630330,327630330,81,free,0,2175,3,43,3.5,46192,Productivity,other,59.38064098," Bokm«l, Danish, Dutch, English, French, German, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Ukrainian",21,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Draw Line: Classic BitMango 580123779,580123779,1,free,0,1007,4,8,4,1287,Games,Games,59.37861633, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Farming USA Bowen Games LLC 785904635,785904635,3,paid,1.99,586,4.5,129,4.5,799,Games,Games,59.3430872, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
How old do I look? Copenhagen Creators 891774389,891774389,6,free,0,420,1.5,60,1.5,289,Games,Games,59.30681419, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Jewel Mania Valentine's Day TeamLava 958758676,958758676,3,free,0,228,4.5,341,4.5,780,Games,Games,59.21596813, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
AlphaBetty Saga King.com Limited 814434907,814434907,293,free,0,102,4.5,107,4.5,13422,Games,Games,59.0859499," English, Danish, Dutch, Finnish, French, German, Italian, Norwegian, Spanish, Swedish",10,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Fix It Girls - House Makeover TabTale LTD 973055274,973055274,6,free,0,109,4.5,3,4.5,1724,Games,Games,59.07162762," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Diamond Digger Saga King.com Limited 636511657,636511657,45,free,0,375,4.5,71,4.5,25329,Games,Games,59.04905987," Danish, Dutch, English, Finnish, French, German, Italian, Japanese, Norwegian, Portuguese, Spanish, Swedish, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Buddyman: Comix Crazylion Studios Limited 889024184,889024184,74,paid,0.99,417,5,42,5,42,Entertainment,Entertainment,58.84299469, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Psy High Choice of Games LLC 945547297,945547297,3,paid,2.99,276,4.5,175,4.5,227,Games,Games,58.82798862, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Angry Birds Space Rovio Entertainment Ltd 499511971,499511971,9,paid,0.99,1270,4,302,4,95740,Games,Games,58.69696331, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Angry Birds Space Rovio Entertainment Ltd 499511971,499511971,8,free,0,1270,4,304,4,95744,Games,Games,58.69696331, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Prune Joel McDonald 972319818,972319818,342,paid,3.99,52,4,67,4,267,Games,Games,58.69165707, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Temple Run: Brave Disney 524509185,524509185,5,paid,1.99,1186,4,773,4,26464,Games,Games,58.69160938," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
NFL Kicker 15 Full Fat 915303671,915303671,46,paid,0,370,4.5,99,4.5,214,Games,Games,58.63942909, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Angry Birds Slingshot Stella Rovio Entertainment Ltd 875251011,875251011,9,free,0,374,4.5,634,4.5,5946,Games,Games,58.63672543, English,1,04+,iOS 6,med,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, and iPod touch.",0,1
Supermarket Girl - Shopping Fun! TabTale LTD 1001989098,1001989098,5,free,0,39,4,44,4.5,684,Games,Games,58.54629326," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Photoblend Pro- Double exposure pic blender. Combine, overlap, stitch, or blend two pictures together and post to Instagram and Facebook. No affiliation with Photoshop or adobe illustrator! Derrick Williams 734258457",734258457,4,paid,1.99,649,5,507,5,2192,Photo & Video,Photo & Video,58.53726578, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
MUJO Oink Games Inc. 882416288,882416288,5,free,0,369,4.5,265,4.5,3543,Games,Games,58.46856785," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish",8,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Dragon Hills Cezary Rajkowski 963093508,963093508,8,paid,1.99,157,4.5,678,4.5,678,Games,Games,58.46160889, English,1,09+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Candy Crush Soda Saga King.com Limited 850417475,850417475,272,free,0,306,4,413,4.5,108811,Games,Games,58.45601082," English, Chinese, Japanese, Korean, Simplified Chinese, Traditional Chinese",6,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Inferno 2 Radiangames 888166669,888166669,7,paid,2.99,346,5,156,5,397,Games,Games,58.33376312, English,1,09+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Smash Hit Mediocre AB 603527166,603527166,6,free,0,556,4.5,13566,4.5,101414,Games,Games,58.28277874," Chinese, English, French, German, Italian, Japanese, Korean, Russian, Spanish",9,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Dictator: Outbreak Tigrido 943453328,943453328,236,free,0,242,4,193,4,8428,Games,Games,58.23062992, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"YouTube Kids Google, Inc. 936971630",936971630,10,free,0,202,3.5,52,3.5,1876,Entertainment,Entertainment,58.19759274, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
My Baby's Beat - Baby Heart Monitor App Matis inc. 420859056,420859056,249,paid,4.99,1647,3.5,104,3,1270,Medical,other,58.14881611," English, Japanese",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Pako - Car Chase Simulator Tree Men Games 903183877,903183877,59,paid,0.99,395,4.5,218,4.5,3889,Games,Games,58.04000568, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Rhonna Designs Magic Rhonna Farrer 910568834,910568834,1,paid,1.99,378,3.5,3,4.5,56,Photo & Video,Photo & Video,57.87288284," English, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish",25,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
PsychoLocks - pimp your lock screen and customize it with new themes Michael Moise 900119632,900119632,5,paid,2.99,416,4.5,734,4.5,1605,Lifestyle,other,57.86874676, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Halftone 2 - Comic Book Creator Juicy Bits 603139024,603139024,1,paid,0.99,843,4.5,39,3.5,373,Photo & Video,Photo & Video,57.74284554," English, French, German, Italian, Japanese, Simplified Chinese, Spanish",7,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
My Emma :) Crazy Labs 883237617,883237617,54,free,0,326,4.5,606,4.5,4758,Games,Games,57.66453838, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Waze - GPS, Maps & Social Traffic Waze Inc. 323229106",323229106,110,free,0,2234,4.5,12725,4.5,219483,Navigation,other,57.61548615," Afrikaans, Arabic, Bokm«l, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, French, Galician, German, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Traditional Chinese, Turkish",37,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
"AccuWeather - Weather for Life AccuWeather International, Inc. 300048137",300048137,5,free,0,2456,4.5,868,3.5,124046,Weather,other,57.54267406," English, Bokm«l, Norwegian, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Kazakh, Korean, Latvian, Lithuanian, Macedonian, Malay, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",41,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
PINK Nation Victoria's Secret PINK 463630399,463630399,81,free,0,1455,5,377,4.5,30299,Lifestyle,other,57.50264549," English, German",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
PGA Championship PGA.com 325462190,325462190,4,free,0,2228,2,48,3.5,10461,Sports,other,57.09246635, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Firm Sunnyside Games 883108531,883108531,1,paid,0.99,390,4.5,59,4,655,Games,Games,57.07051277, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Blocky Raider Full Fat 1004610776,1004610776,7,free,0,31,4.5,23,4.5,3025,Games,Games,56.9561367, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Edmodo Edmodo, Inc. 378352300",378352300,5,free,0,1906,4,635,3.5,5314,Education,other,56.95347404," English, Japanese",2,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Block it Ketchapp 1002876761,1002876761,6,free,0,10,4.5,780,4.5,781,Games,Games,56.84306526, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"BestMe Selfie Camera - Make beauty photos with filters,collage & Effects RILEY CILLIAN HONG KONG LIMITED 1011632851",1011632851,1,free,0,44,2.5,3,4.5,342,Photo & Video,Photo & Video,56.82758808," English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",15,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
The Branch Ketchapp 985663365,985663365,8,free,0,108,4,99,4,1720,Games,Games,56.71312237, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Fresh Air - Beautiful, personalized weather Backcountry Studios LLC 933439687",933439687,1,paid,0,297,4.5,39,4.5,574,Weather,other,56.5496273," English, French, German, Spanish",4,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Dude Perfect 2 Miniclip.com 942494098,942494098,20,free,0,101,4.5,628,4.5,13671,Games,Games,56.41833591," English, French, German, Italian, Portuguese, Spanish",6,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
ACC Football Challenge 2014 Naquatic LLC 903685786,903685786,1,paid,0.99,381,4.5,59,4.5,78,Games,Games,56.36963463, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
RETRY Rovio Entertainment Ltd 853027301,853027301,14,free,0,326,4.5,878,4,2874,Games,Games,56.36558437, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Dictator: Revolt Tigrido 943419894,943419894,197,paid,0.99,266,4,87,4,3400,Games,Games,56.36077881, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Daily Celebrity Crossword_ PuzzleSocial Inc. 570439968,570439968,1,free,0,1033,4.5,4675,4,91424,Games,Games,56.27532291," English, Czech, Dutch, French, German, Hungarian, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Slovenian, Spanish, Thai, Turkish, Vietnamese",18,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Flick Kick Football Prodigy Design Limited T/A Sidhe Interactive 376481969,376481969,6,free,0,1918,4.5,662,4.5,45969,Games,Games,56.20274067," English, French, German, Italian, Spanish",5,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"RainbowKey Keyboard - color keyboard with HD background themes, fancy fonts and fun emoji Keyboard+ 915637540",915637540,14,free,0,352,4.5,128,4.5,14024,Utilities,Utilities,56.11965942, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Cover _ Photo Editor Limepresso 956162595,956162595,7,paid,3.99,117,5,117,5,125,Photo & Video,Photo & Video,56.07590008, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
You Must Build A Boat EightyEight Games LTD 811397653,811397653,11,paid,2.99,101,4,231,4,231,Games,Games,56.06702423, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Cube Jump Ketchapp 1015137537,1015137537,15,free,0,45,4,1177,4,1177,Games,Games,56.05521488, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Camera Plus: For The Best Macro Photos & Remote Photography Global Delight Technologies Pvt. Ltd 330803072,330803072,7,paid,0.99,2172,3.5,11,2.5,38409,Photo & Video,Photo & Video,56.04096031," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",11,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Monster Squad NEXON M Inc. 886424413,886424413,3,free,0,327,4.5,115,4.5,35274,Games,Games,55.98496342," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",12,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
My Movies Pro - Movie & TV Collection Library Binnerup Consult 917555054,917555054,101,paid,3.99,275,4.5,12,4.5,251,Catalogs,other,55.97539234," English, Bokm«l, Norwegian, Czech, Danish, Dutch, French, German, Italian, Portuguese, Russian, Simplified Chinese, Spanish, Swedish",14,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Bridge Constructor Headup Games GmbH & Co KG 503190232,503190232,1,paid,0.99,1208,4.5,312,4.5,9302,Games,Games,55.93325138," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Fitness Buddy : 1700+ Exercise Workout Trainer and Workout Journal Azumio Inc. 443646748,443646748,108,paid,1.99,1520,4,857,4.5,8921,Health & Fitness,other,55.90418243," English, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Traditional Chinese, Turkish",27,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
MLB.com At Bat MLB.com 493619333,493619333,8,free,0,1292,4.5,670,3.5,13962,Sports,other,55.87579918," English, Spanish",2,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Uber Uber Technologies, Inc. 368677368",368677368,110,free,0,1941,3.5,104,4,21473,Travel,other,55.83942032," Arabic, Azerbaijani, Bokm«l, Bulgarian, Croatian, Czech, Danish, Dutch, English, Estonian, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Lithuanian, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",37,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,1
The Open The R&A 658257516,658257516,1,free,0,794,3,21,3,104,Sports,other,55.71646404, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"Pimp Your Screen - Custom Themes, Backgrounds and Wallpapers Apalon Apps 749057895",749057895,17,paid,1.99,654,4.5,562,4.5,4024,Lifestyle,other,55.71502972," English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Doctor Who: Sonic Screwdriver (Official) Useless Creations Pty Ltd 722364342,722364342,1,paid,1.99,676,NA,NA,4.5,420,Entertainment,Entertainment,55.70567703, English,1,04+,iOS 5,old,"iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad 2 Wi-Fi, iPad 2 Wi-Fi + 3G, iPad Wi-Fi (3rd generation, iPad Wi-Fi + Cellular (3rd generation, iPad Wi-Fi (4th generation, iPad Wi-Fi + Cellular (4th generation, iPad mini Wi-Fi, iPad mini Wi-Fi + Cellular, iPad Air, iPad Air Wi-Fi + Cellular, iPad mini 2, iPad mini 2 Wi-Fi + Cellular, iPad Air 2, iPad Air 2 Wi-Fi + Cellular, iPad mini 3, iPad mini 3 Wi-Fi + Cellular, iPad mini 4, iPad mini 4 Wi-Fi + Cellular, iPad Pro, iPad Pro Wi-Fi + Cellular, iPod touch (4th generation, iPod touch (5th generation, and iPod touch (6th generation.",0,1
"Lens Distortions¥ Lens Distortions, LLC 938026822",938026822,3,paid,0,298,5,1,4.5,103,Photo & Video,Photo & Video,55.69551849, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
My Sweet Bakery - Delicious Donuts TabTale LTD 983171226,983171226,7,free,0,60,4,11,4,418,Games,Games,55.64230728," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Crazy Hair Salon - Pretty Girl Makeover TabTale LTD 905355187,905355187,6,free,0,354,3,17,3.5,265,Games,Games,55.61500835," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Smoothie Swipe SQUARE ENIX INC 735226429,735226429,2,free,0,368,5,5,4.5,1061,Games,Games,55.53326035," English, French, German, Italian, Spanish",5,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Monsu Boomlagoon 712112052,712112052,5,free,0,347,4.5,85,4,1056,Games,Games,55.50806332, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Google Photos - store, search, and share Google, Inc. 962194608",962194608,10,free,0,108,4,258,4.5,10290,Photo & Video,Photo & Video,55.41619301," English, Arabic, Bokm«l, Norwegian, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",33,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Hyper Square TEAM SIGNAL, LLC 739002910",739002910,4,free,0,486,4.5,5201,4.5,6405,Games,Games,55.35956383, English,1,04+,iOS 4,old,"iPhone 3GS, iPhone 4, iPhone 4s, iPhone 5, iPhone 5c, iPhone 5s, iPhone 6, iPhone 6 Plus, iPhone 6s, iPhone 6s Plus, iPad, iPod touch (3rd generation, iPod touch (4th generation, iPod touch (5th generation, and iPod touch (6th generation.",1,1
VSounds for Vine Soundboard - Soundboard for Vine & Dubsmash Free LING YANG 898524971,898524971,92,free,0,420,4.5,90,5,22546,Entertainment,Entertainment,55.25544834, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
MyMobility MyMobility Llc 953852749,953852749,1,paid,2.99,242,4,15,4,43,Health & Fitness,other,55.14586067, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
DRAGON BALL Z DOKKAN BATTLE BANDAI NAMCO Entertainment Inc. 951627425,951627425,6,free,0,59,4,345,3.5,953,Games,Games,55.13088512, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
YASmoji Pro Jeffrey Peters 963909439,963909439,183,paid,3.99,207,1.5,16,2,611,Utilities,Utilities,55.02271175, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
DRAGON QUEST III SQUARE ENIX INC 911208088,911208088,2,paid,9.99,283,4.5,68,4.5,68,Games,Games,54.95108414, English,1,09+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Fishy Bits PlaySide 1011087618,1011087618,5,free,0,11,4.5,1321,4.5,1322,Games,Games,54.88660908, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Gorilla Workout: Fitness Aerobic Strength and Exercise Trainer Program on a Budget Heckr LLC 434101127,434101127,2,paid,0.99,1541,4.5,6,4.5,3184,Health & Fitness,other,54.81480885," English, Japanese, Portuguese, Spanish",4,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Viber Pop TeamLava 947241129,947241129,1,free,0,205,4.5,39,4.5,39,Games,Games,54.52357483," English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish",9,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"Runtastic PRO GPS Running, Walking, Jogging, Fitness Distance Tracker and Marathon Training runtastic 366626332",366626332,242,paid,4.99,1979,3.5,51,4.5,15353,Health & Fitness,other,54.49031925," English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",14,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
